sid,from,to,date
75179,227,479,2009-03-30
75182,429,466,2002-09-05
75182,466,437,2003-01-07
75183,437,563,2003-09-08
75183,563,437,2004-10-29
75183,437,343,2007-09-10
75188,69,21,2007-09-10
75188,21,272,2008-04-09
75188,272,47,2010-04-05
75188,47,509,2010-04-13
75188,509,676,2010-09-30
75189,37,248,2007-09-10
75192,232,257,2007-09-10
75192,257,431,2010-09-07
75197,88,302,2010-09-07
75197,302,202,2011-11-02
75203,359,405,2002-09-05
75203,405,205,2009-09-14
75206,359,405,2005-11-10
75206,405,196,2007-09-10
75207,37,248,2008-09-04
75207,248,490,2010-09-07
75208,621,7,2005-09-13
75211,393,343,2002-09-09
75211,343,425,2004-09-07
75242,391,21,2002-09-05
75244,629,496,2002-09-05
75244,496,21,2005-09-06
75248,7,180,2004-09-07
75248,180,66,2008-09-04
75249,7,180,2005-09-06
75249,180,637,2007-09-10
75249,637,292,2009-09-08
75249,292,452,2010-05-13
75250,355,7,2003-10-01
75250,7,180,2005-09-06
75250,180,19,2009-09-08
75250,19,803,2011-01-18
75250,803,292,2011-09-06
75251,503,81,2004-09-07
75255,546,434,2007-09-10
75257,207,503,2002-09-05
75257,503,300,2002-09-09
75259,247,300,2006-09-07
75260,333,20,2002-09-05
75261,286,3,2004-09-07
75261,3,202,2010-09-07
75262,172,367,2004-09-07
75265,65,367,2004-09-07
75271,174,324,2003-02-11
75271,324,367,2005-09-06
75275,286,217,2007-10-10
75299,146,191,2002-09-05
75299,191,425,2010-09-07
75301,624,509,2002-09-05
75304,300,131,2003-09-08
75304,131,69,2004-09-07
75304,69,81,2006-09-07
75306,309,594,2001-11-15
75306,594,597,2003-09-08
75306,597,60,2004-02-03
75306,60,667,2004-09-09
75306,667,60,2004-11-30
75306,60,537,2005-09-06
75306,537,549,2005-12-14
75306,549,537,2006-09-07
75306,537,624,2007-09-10
75306,624,537,2008-02-19
75313,497,1,2001-10-02
75315,253,666,2001-11-14
75315,666,365,2003-09-08
75318,0,283,2004-09-07
75319,666,365,2003-09-08
75321,165,131,2004-09-07
75321,131,172,2006-09-07
75321,172,641,2007-09-10
75324,666,365,2003-09-08
75327,437,490,2005-09-06
75327,490,32,2009-09-08
75332,170,277,2005-03-16
75335,571,235,2006-09-14
75335,235,343,2006-09-18
75337,497,522,2004-09-07
75337,522,70,2006-09-07
75337,70,563,2007-01-17
75337,563,522,2007-05-24
75337,522,60,2007-10-18
75337,60,522,2007-10-24
75337,522,663,2008-09-04
75337,663,237,2009-09-22
75337,237,45,2009-12-11
75339,587,500,2007-09-10
75339,500,666,2011-05-24
75341,522,503,2009-09-08
75342,456,387,2008-10-22
75345,152,259,2003-01-15
75345,259,376,2004-03-19
75345,376,41,2004-03-24
75345,41,414,2007-09-10
75345,414,211,2010-09-07
75345,211,20,2010-09-28
75345,20,624,2010-12-15
75345,624,677,2011-03-24
75350,399,553,2002-09-05
75350,553,587,2003-09-08
75350,587,63,2010-09-08
75353,604,180,2004-09-08
75353,180,172,2005-05-03
75353,172,641,2005-09-06
75353,641,155,2006-01-04
75353,155,287,2006-05-22
75353,287,272,2008-09-04
75361,237,259,2003-01-09
75361,259,271,2004-09-23
75361,271,147,2006-05-17
75361,147,3,2006-09-07
75361,3,241,2008-09-08
75361,241,197,2009-01-07
75361,197,510,2010-09-07
75367,217,587,2007-09-26
75375,61,243,2008-09-04
75375,243,20,2011-09-06
75379,219,303,2004-09-07
75383,518,658,2003-09-08
75383,658,283,2004-03-09
75383,283,332,2004-09-07
75383,332,302,2008-09-04
75386,191,303,2006-09-07
75388,628,174,2003-09-08
75388,174,628,2004-09-07
75388,628,666,2005-10-11
75395,281,666,2002-09-05
75398,510,666,2002-09-09
75400,185,48,2002-09-05
75400,48,229,2002-10-09
75400,229,240,2006-09-07
75400,240,123,2006-09-19
75401,281,525,2003-03-10
75401,525,666,2004-09-07
75403,510,666,2005-09-06
75405,408,666,2002-11-18
75406,193,594,2005-09-06
75406,594,250,2007-09-10
75408,183,20,2002-09-05
75408,20,67,2004-01-20
75409,463,46,2006-10-24
75409,46,62,2007-12-03
75409,62,593,2008-12-09
75409,593,184,2010-09-07
75425,532,161,2007-09-10
75425,161,43,2007-11-13
75425,43,7,2007-12-11
75425,7,180,2011-09-06
75438,28,343,2005-12-06
75438,343,28,2006-01-04
75438,28,165,2008-09-04
75457,316,620,2005-09-06
75457,620,379,2009-09-08
75460,259,238,2006-09-07
75460,238,856,2011-10-20
75466,353,391,2009-09-08
75468,465,203,2002-04-30
75468,203,377,2002-09-05
75468,377,203,2003-09-08
75468,203,503,2004-09-07
75468,503,131,2004-09-10
75468,131,173,2005-09-06
75470,602,520,2004-09-07
75470,520,425,2007-09-10
75473,148,377,2002-10-03
75473,377,173,2006-09-07
75477,353,69,2010-09-07
75480,353,391,2010-09-07
75481,668,238,2005-02-07
75481,238,505,2005-05-24
75481,505,353,2006-11-15
75481,353,296,2007-12-18
75481,296,353,2008-11-12
75481,353,548,2010-09-07
75481,548,505,2011-09-06
75482,422,72,2002-09-05
75482,72,63,2004-09-09
75482,63,666,2007-09-10
75482,666,674,2007-10-03
75484,446,570,2004-02-11
75484,570,343,2004-09-07
75488,44,277,2002-09-05
75490,179,425,2003-09-08
75490,425,63,2006-09-07
75491,587,549,2002-09-05
75491,549,545,2003-09-08
75491,545,63,2004-09-07
75491,63,682,2007-11-19
75491,682,681,2010-04-06
75491,681,682,2012-01-04
75493,299,549,2002-09-05
75493,549,63,2005-09-06
75502,357,248,2007-12-05
75503,602,237,2006-09-14
75503,237,271,2006-09-21
75503,271,243,2006-10-19
75503,243,667,2007-09-12
75503,667,641,2011-09-26
75503,641,787,2012-03-21
75504,632,520,2004-09-07
75504,520,624,2007-09-10
75504,624,272,2008-09-08
75504,272,624,2009-09-08
75506,299,553,2001-10-16
75506,553,299,2003-02-28
75506,299,549,2004-09-07
75506,549,414,2007-09-10
75508,46,60,2006-09-07
75508,60,179,2008-09-04
75509,205,619,2006-09-07
75509,619,225,2007-01-25
75514,237,177,2002-01-03
75514,177,67,2006-10-30
75514,67,225,2006-12-06
75516,60,179,2008-09-04
75520,587,549,2006-09-07
75520,549,500,2007-10-24
75520,500,283,2007-11-09
75520,283,275,2009-09-08
75520,275,641,2010-03-02
75525,366,669,2002-09-05
75525,669,296,2004-09-07
75525,296,465,2006-09-07
75525,465,357,2007-03-05
75525,357,620,2007-09-10
75525,620,509,2008-01-17
75525,509,248,2009-01-20
75525,248,202,2011-09-07
75527,286,3,2005-09-06
75527,3,448,2005-11-01
75527,448,43,2009-09-08
75537,20,333,2005-04-26
75537,333,262,2005-11-21
75537,262,116,2006-09-07
75540,596,575,2002-11-18
75540,575,72,2003-09-08
75540,72,63,2005-09-06
75540,63,527,2006-09-07
75542,596,139,2006-09-07
75543,534,542,2002-01-28
75543,542,574,2002-10-15
75543,574,116,2005-09-09
75544,570,343,2002-09-05
75544,343,67,2005-09-06
75544,67,116,2007-03-08
75545,501,316,2003-10-10
75549,393,425,2004-09-07
75550,393,425,2002-09-05
75553,366,533,2004-11-18
75553,533,157,2005-03-04
75556,625,174,2007-09-10
75556,174,573,2008-10-15
75557,207,277,2002-09-05
75557,277,372,2004-09-07
75557,372,170,2005-09-06
75561,551,453,2002-09-05
75563,229,245,2003-09-08
75563,245,625,2005-03-04
75563,625,281,2008-09-04
75563,281,102,2011-09-06
75569,28,574,2008-09-04
75577,203,619,2006-09-07
75579,441,522,2005-01-11
75579,522,550,2006-09-07
75579,550,575,2008-12-04
75579,575,549,2009-09-08
75583,355,237,2002-09-05
75583,237,637,2010-05-26
75583,637,162,2010-09-07
75585,669,205,2011-09-06
75586,48,649,2002-09-05
75586,649,123,2003-09-08
75586,123,551,2005-04-08
75586,551,619,2006-09-07
75588,434,48,2005-03-01
75588,48,70,2006-04-20
75588,70,574,2006-09-07
75588,574,619,2006-09-29
75588,619,687,2007-12-13
75588,687,63,2008-10-15
75588,63,619,2008-11-20
75590,435,663,2002-09-05
75590,663,116,2005-09-06
75592,355,257,2003-09-08
75592,257,663,2004-03-31
75592,663,116,2006-09-07
75593,0,210,2004-09-07
75594,596,139,2006-09-07
75597,477,202,2003-09-08
75597,202,116,2006-02-21
75598,497,174,2005-03-07
75598,174,619,2006-09-07
75598,619,123,2006-09-27
75598,123,116,2007-03-08
75605,613,547,2005-09-06
75605,547,199,2007-02-09
75605,199,846,2011-09-06
75605,846,199,2011-10-04
75607,199,501,2004-09-07
75609,214,560,2008-09-12
75614,277,372,2003-09-08
75614,372,170,2004-09-07
75615,372,170,2004-09-07
75615,170,408,2004-12-06
75615,408,170,2006-10-17
75615,170,225,2007-09-26
75617,585,185,2002-09-05
75617,185,48,2005-09-06
75617,48,123,2009-09-08
75617,123,835,2011-09-06
75651,613,199,2005-09-06
75655,435,214,2006-09-07
75658,299,611,2006-11-20
75658,611,146,2006-12-19
75658,146,272,2008-01-08
75658,272,146,2009-09-08
75658,146,831,2010-02-22
75658,831,365,2010-09-07
75658,365,835,2010-12-22
75660,575,565,2008-09-04
75660,565,575,2008-09-25
75660,575,565,2008-09-26
75660,565,575,2008-11-26
75663,247,630,2006-09-07
75665,63,681,2007-09-20
75665,681,674,2009-02-11
75668,72,277,2003-03-27
75668,277,63,2004-09-07
75670,72,63,2004-09-07
75673,491,217,2003-09-08
75673,217,452,2009-09-08
75679,359,188,2004-09-07
75679,188,66,2008-09-04
75682,518,520,2004-09-07
75682,520,624,2006-09-07
75683,513,379,2011-09-06
75688,239,513,2006-09-14
75692,48,253,2002-09-05
75692,253,619,2003-11-13
75693,658,204,2004-04-15
75693,204,669,2004-09-07
75693,669,217,2007-10-02
75693,217,335,2008-01-03
75693,335,271,2008-03-05
75693,271,199,2008-09-19
75693,199,271,2008-10-21
75693,271,391,2011-03-04
75693,391,21,2011-09-06
75694,575,237,2003-09-08
75694,237,542,2007-09-10
75694,542,624,2008-09-04
75695,324,229,2003-02-05
75695,229,619,2006-12-18
75698,219,465,2010-09-07
75703,219,47,2011-06-16
75703,47,844,2011-09-06
75706,177,219,2004-09-07
75706,219,67,2007-09-10
75706,67,123,2009-10-28
75706,123,67,2010-02-19
75706,67,803,2010-10-12
75706,803,67,2010-10-26
75706,67,844,2011-09-06
75711,219,570,2002-10-01
75711,570,152,2002-11-22
75711,152,219,2003-09-08
75712,157,565,2006-09-07
75712,565,652,2009-09-08
75713,598,431,2002-09-05
75713,431,624,2003-03-20
75714,57,188,2004-09-07
75714,188,521,2008-09-04
75714,521,81,2009-09-08
75721,446,560,2007-09-10
75721,560,669,2009-04-14
75721,669,560,2011-04-14
75722,446,97,2008-09-04
75722,97,333,2009-09-08
75726,395,540,2007-09-10
75726,540,355,2007-09-19
75726,355,3,2008-02-20
75726,3,594,2009-02-17
75726,594,217,2009-09-08
75726,217,441,2010-02-25
75726,441,355,2011-12-06
75727,446,25,2008-05-15
75727,25,594,2009-09-08
75730,395,540,2007-09-20
75730,540,593,2007-12-04
75730,593,3,2010-09-07
75736,652,342,2005-09-06
75736,342,666,2007-09-10
75737,648,381,2007-09-10
75737,381,430,2010-09-02
75737,430,632,2010-10-05
75739,399,385,2006-09-07
75741,295,510,2008-10-07
75741,510,155,2009-03-31
75743,47,287,2002-12-06
75743,287,47,2004-12-01
75743,47,287,2004-12-21
75743,287,453,2005-12-21
75743,453,551,2006-03-10
75744,245,385,2004-09-07
75744,385,414,2007-09-10
75746,655,382,2003-03-25
75747,619,551,2003-01-23
75747,551,382,2004-01-22
75748,533,429,2002-05-08
75748,429,398,2004-09-07
75748,398,303,2007-09-10
75748,303,680,2011-03-28
75749,617,398,2005-09-06
75749,398,671,2008-09-04
75750,637,65,2008-09-04
75751,593,554,2003-09-08
75751,554,593,2003-10-24
75751,593,281,2008-03-04
75751,281,666,2008-09-04
75752,295,527,2008-09-04
75752,527,303,2009-09-08
75754,413,295,2006-04-20
75754,295,503,2007-09-26
75754,503,184,2008-02-28
75754,184,358,2010-09-07
75755,57,398,2003-09-08
75755,398,225,2007-09-10
75756,595,593,2002-09-05
75756,593,393,2003-09-08
75756,393,197,2004-01-20
75756,197,510,2006-09-07
75756,510,551,2007-01-12
75756,551,674,2009-09-18
75758,436,510,2010-09-07
75764,604,425,2004-09-07
75765,355,157,2006-10-31
75765,157,355,2008-02-12
75765,355,217,2008-10-06
75765,217,250,2008-11-26
75769,157,628,2008-09-04
75773,503,37,2006-01-12
75773,37,563,2006-03-27
75773,563,316,2006-09-07
75773,316,465,2009-09-08
75782,632,259,2006-09-07
75783,466,205,2010-09-07
75784,69,669,2004-02-19
75784,669,359,2004-09-07
75784,359,180,2007-09-10
75784,180,391,2008-09-04
75784,391,21,2010-09-07
75784,21,63,2011-03-18
75784,63,802,2012-02-15
75788,514,359,2005-09-13
75789,503,359,2007-03-22
75789,359,353,2007-09-10
75789,353,391,2009-09-08
75791,0,214,2004-09-07
75791,214,466,2006-09-07
75796,557,43,2003-12-16
75796,43,60,2004-09-07
75796,60,598,2007-01-31
75796,598,431,2007-09-10
75804,341,64,2004-09-07
75809,69,165,2005-10-07
75813,183,414,2008-09-04
75819,286,549,2011-09-06
75821,296,391,2008-09-04
75821,391,21,2010-09-07
75826,580,553,2002-10-11
75826,553,387,2004-09-07
75826,387,580,2005-04-26
75826,580,233,2005-09-06
75826,233,549,2009-02-09
75826,549,63,2010-09-07
75832,299,549,2007-09-10
75832,549,365,2011-09-06
75840,275,604,2004-05-13
75840,604,624,2004-09-07
75848,28,343,2002-09-05
75848,343,272,2003-06-17
75848,272,287,2006-09-07
75851,413,358,2010-09-07
75857,57,398,2002-09-05
75857,398,60,2003-09-08
75857,60,28,2004-02-12
75857,28,272,2004-05-10
75857,272,248,2006-09-07
75857,248,67,2007-09-10
75857,67,225,2007-10-10
75857,225,208,2007-10-12
75857,208,509,2008-04-01
75857,509,453,2010-02-05
75864,465,248,2004-11-19
75864,248,32,2005-03-15
75864,32,479,2006-01-12
75864,479,97,2006-09-07
75864,97,479,2008-03-31
75868,152,97,2005-09-06
75874,152,446,2004-02-11
75874,446,97,2006-09-07
75874,97,431,2007-09-10
75874,431,680,2008-09-19
75874,680,855,2012-03-26
75875,146,103,2005-10-17
75875,103,146,2008-01-16
75875,146,250,2008-09-04
75876,204,372,2004-09-07
75876,372,149,2010-09-24
75877,372,170,2010-09-07
75884,429,175,2009-09-08
75891,429,609,2008-09-04
75891,609,32,2011-09-06
75893,245,199,2004-01-21
75893,199,422,2005-02-09
75893,422,44,2006-09-07
75898,563,296,2007-12-05
75898,296,391,2010-09-07
75901,94,66,2008-09-04
75907,637,272,2007-04-10
75907,272,162,2009-09-08
75907,162,47,2011-01-31
75910,255,641,2003-09-08
75910,641,272,2006-03-20
75913,97,272,2005-12-14
75916,248,28,2002-01-29
75916,28,465,2003-04-04
75916,465,272,2003-12-09
75917,28,343,2002-09-05
75917,343,594,2004-09-14
75917,594,272,2005-10-18
75919,227,343,2002-09-05
75919,343,67,2003-09-08
75919,67,272,2004-03-05
75930,563,398,2008-09-04
75935,406,94,2005-09-06
75935,94,100,2008-09-04
75935,100,81,2009-09-08
75938,640,78,2004-09-07
75940,628,245,2003-04-21
75940,245,281,2003-09-08
75943,37,513,2007-10-03
75945,386,585,2001-09-11
75945,585,541,2002-09-05
75945,541,281,2003-09-08
75945,281,47,2007-11-27
75945,47,510,2007-12-21
75945,510,551,2009-01-15
75945,551,674,2011-03-23
75951,188,21,2002-09-05
75953,391,21,2002-09-05
75955,37,248,2002-09-05
75955,248,67,2006-09-07
75955,67,21,2006-09-28
75959,357,620,2002-09-05
75961,152,503,2002-01-15
75961,503,630,2002-01-28
75961,630,669,2002-09-05
75961,669,377,2003-12-02
75961,377,69,2004-09-07
75961,69,21,2005-09-06
75964,15,294,2002-09-05
75964,294,477,2004-09-07
75964,477,62,2006-09-07
75964,62,20,2007-09-10
75965,435,663,2003-09-08
75965,663,116,2006-09-07
75965,116,272,2007-04-26
75965,272,287,2007-10-22
75965,287,272,2008-09-04
75965,272,793,2009-12-08
75966,281,197,2003-03-13
75966,197,666,2003-09-15
75966,666,527,2003-09-29
75966,527,272,2005-03-07
75973,81,63,2002-12-16
75975,214,620,2010-12-14
75978,214,560,2007-09-24
75978,560,214,2008-09-04
75978,214,560,2011-09-19
75981,283,654,2005-09-06
75981,654,302,2008-09-04
75983,214,81,2008-09-04
75985,315,67,2009-09-08
75985,67,208,2009-09-15
75986,602,501,2006-09-07
75987,199,44,2008-09-04
75992,221,25,2001-09-25
75992,25,551,2002-09-19
75992,551,272,2003-09-08
75998,227,272,2004-11-03
76000,413,405,2001-10-22
76000,405,358,2003-09-08
76000,358,272,2003-09-10
76000,272,559,2008-05-29
76000,559,791,2009-09-08
76000,791,793,2010-02-18
76004,537,534,2003-03-13
76004,534,382,2004-09-07
76004,382,411,2006-02-06
76011,625,281,2003-09-08
76013,37,248,2007-09-10
76013,248,67,2010-09-07
76016,342,78,2005-09-06
76017,154,281,2006-12-01
76017,281,666,2007-09-10
76017,666,551,2008-09-12
76017,551,47,2010-04-23
76026,413,177,2007-09-10
76026,177,663,2009-09-08
76031,309,537,2011-09-06
76033,309,437,2002-10-22
76033,437,557,2003-09-08
76033,557,387,2007-09-11
76033,387,551,2008-10-24
76033,551,309,2009-09-08
76045,230,557,2006-09-07
76045,557,377,2011-09-06
76046,557,598,2008-09-04
76046,598,431,2010-09-07
76050,666,451,2004-09-07
76058,587,575,2006-10-11
76058,575,456,2011-05-12
76059,72,63,2002-09-05
76069,296,630,2005-09-12
76069,630,641,2010-09-07
76071,201,343,2004-09-07
76071,343,81,2008-09-04
76071,81,155,2010-09-07
76082,250,335,2002-11-05
76082,335,516,2004-09-07
76082,516,162,2007-09-10
76084,637,21,2006-09-07
76089,668,620,2005-09-06
76089,620,452,2009-09-08
76090,21,679,2011-03-23
76093,462,620,2003-09-22
76093,620,67,2007-09-10
76096,221,534,2002-04-15
76103,162,534,2002-11-13
76108,148,598,2005-09-06
76108,598,292,2007-09-10
76116,629,377,2006-03-15
76121,339,629,2009-09-08
76121,629,339,2009-09-22
76121,339,465,2011-09-06
76122,666,365,2003-09-08
76124,503,172,2001-09-14
76124,172,162,2002-09-05
76124,162,116,2003-10-15
76124,116,162,2003-11-19
76124,162,272,2004-01-06
76124,272,116,2005-02-16
76124,116,162,2005-09-06
76124,162,559,2007-01-17
76125,563,490,2004-09-07
76125,490,208,2008-09-11
76128,338,123,2007-09-10
76133,283,161,2002-09-05
76133,161,172,2004-09-07
76134,377,81,2007-09-10
76135,597,250,2006-10-11
76135,250,93,2009-11-05
76135,93,598,2010-09-07
76137,668,620,2003-09-08
76137,620,97,2007-09-10
76140,296,391,2002-09-05
76140,391,12,2005-09-06
76140,12,21,2005-09-15
76144,503,21,2004-09-07
76145,625,271,2003-09-08
76145,271,207,2004-02-27
76145,207,413,2004-03-19
76145,413,207,2004-09-07
76145,207,620,2005-05-17
76145,620,97,2008-09-04
76147,217,179,2002-09-05
76147,179,537,2005-09-06
76150,238,180,2006-10-17
76150,180,194,2007-09-10
76151,549,509,2003-10-15
76151,509,63,2007-09-10
76153,355,180,2006-09-07
76153,180,303,2009-09-08
76158,250,21,2008-09-04
76159,398,221,2003-09-08
76159,221,262,2005-09-06
76162,563,250,2007-01-02
76162,250,42,2007-12-20
76162,42,465,2008-09-04
76163,147,563,2002-01-14
76163,563,490,2002-09-05
76163,490,262,2005-09-06
76164,563,490,2002-09-05
76164,490,628,2002-12-13
76164,628,490,2003-09-08
76164,490,500,2003-10-07
76164,500,221,2004-12-21
76164,221,262,2005-09-06
76165,250,328,2007-09-10
76165,328,357,2008-09-04
76165,357,620,2010-09-07
76167,490,655,2003-09-08
76167,655,221,2003-11-17
76167,221,262,2005-09-06
76168,250,398,2004-10-28
76168,398,225,2005-09-06
76168,225,262,2006-09-07
76169,597,250,2007-03-02
76169,250,597,2007-09-10
76169,597,598,2008-01-04
76169,598,409,2009-08-31
76169,409,250,2010-01-19
76169,250,47,2011-12-08
76169,47,829,2011-12-13
76175,250,466,2004-10-18
76175,466,250,2005-01-05
76175,250,205,2007-09-10
76176,257,162,2002-09-05
76176,162,333,2002-12-10
76182,456,64,2005-09-06
76189,376,20,2007-09-10
76190,376,2,2009-09-08
76200,154,580,2006-09-07
76200,580,281,2010-09-15
76203,649,48,2002-09-05
76203,48,63,2003-09-08
76203,63,542,2003-12-02
76203,542,272,2005-11-22
76203,272,287,2006-09-07
76203,287,682,2007-11-27
76205,509,287,2001-09-10
76207,413,358,2003-09-08
76208,353,391,2004-09-07
76208,391,21,2007-09-10
76209,353,391,2002-09-05
76210,224,175,2008-09-11
76212,565,628,2002-09-05
76213,565,157,2004-09-07
76213,157,628,2006-09-07
76213,628,574,2010-09-07
76215,606,224,2005-09-06
76215,224,229,2007-09-10
76215,229,483,2008-05-14
76215,483,229,2008-09-04
76216,359,391,2004-09-07
76216,391,21,2007-09-10
76219,7,180,2003-09-08
76219,180,628,2004-03-03
76219,628,635,2011-01-18
76222,304,628,2004-09-07
76222,628,425,2007-09-10
76223,271,57,2001-11-06
76223,57,366,2002-09-10
76223,366,377,2003-01-03
76223,377,405,2004-09-07
76223,405,358,2006-09-07
76223,358,628,2008-10-16
76223,628,666,2009-09-08
76224,232,257,2004-09-07
76225,429,533,2005-02-07
76225,533,57,2005-09-06
76225,57,568,2006-12-12
76225,568,172,2010-09-07
76228,69,505,2004-02-02
76228,505,205,2010-09-07
76232,465,452,2007-09-10
76232,452,670,2009-09-08
76232,670,47,2010-06-16
76232,47,509,2010-09-07
76232,509,836,2010-09-23
76238,338,214,2005-10-31
76238,214,250,2007-09-10
76238,250,359,2007-11-07
76238,359,391,2010-09-07
76238,391,69,2011-09-06
76246,629,496,2008-09-04
76246,496,641,2011-09-06
76251,550,413,2005-04-19
76251,413,654,2007-05-17
76251,654,281,2009-09-08
76251,281,666,2010-09-07
76256,203,253,2002-09-05
76256,253,453,2004-09-07
76256,453,139,2005-10-18
76257,139,431,2004-03-31
76257,431,139,2004-11-22
76260,663,116,2003-09-08
76260,116,676,2007-09-19
76261,663,116,2002-09-05
76262,663,116,2003-09-08
76263,281,204,2003-09-11
76263,204,139,2004-09-07
76277,573,94,2002-09-05
76277,94,100,2006-09-07
76280,426,545,2003-09-08
76281,94,100,2005-09-06
76282,177,303,2008-09-04
76283,184,609,2010-09-07
76286,184,358,2007-09-10
76286,358,21,2009-09-08
76288,93,209,2002-09-05
76288,209,391,2003-09-08
76288,391,81,2006-09-07
76293,7,180,2004-09-07
76293,180,162,2007-09-10
76294,587,245,2004-09-07
76294,245,457,2006-09-11
76294,457,245,2007-04-10
76294,245,422,2008-09-04
76298,282,245,2006-09-07
76298,245,43,2011-09-15
76305,174,573,2002-09-05
76305,573,619,2007-09-10
76305,619,687,2009-11-10
76305,687,411,2010-04-12
76308,491,537,2002-09-05
76308,537,165,2003-09-08
76308,165,534,2004-09-29
76308,534,97,2005-09-06
76313,116,32,2002-09-05
76325,599,256,2005-09-06
76327,605,24,2003-09-08
76327,24,496,2005-09-06
76327,496,641,2008-09-04
76332,207,625,2001-11-14
76332,625,281,2003-09-08
76332,281,197,2006-09-07
76332,197,527,2007-09-10
76336,148,328,2003-01-22
76338,625,628,2004-09-07
76338,628,304,2004-12-08
76338,304,197,2006-09-07
76338,197,510,2008-09-04
76338,510,666,2008-09-09
76339,532,573,2002-09-13
76339,573,532,2003-09-08
76339,532,25,2003-10-08
76339,25,197,2004-09-07
76339,197,510,2007-09-10
76340,111,328,2007-04-26
76349,270,15,2006-09-14
76350,668,620,2002-09-05
76350,620,527,2006-09-07
76350,527,97,2007-09-10
76352,205,635,2007-01-16
76353,620,574,2002-09-05
76353,574,534,2003-09-08
76353,534,272,2004-09-07
76353,272,116,2006-09-07
76355,147,503,2001-09-14
76355,503,446,2003-09-18
76355,446,116,2006-09-07
76361,595,521,2007-09-10
76362,316,131,2004-09-07
76367,316,595,2001-12-12
76368,359,533,2006-09-07
76369,70,434,2005-09-06
76369,434,174,2009-09-14
76369,174,434,2010-09-07
76369,434,228,2010-11-01
76372,550,663,2004-09-07
76372,663,500,2005-03-30
76372,500,358,2006-10-06
76372,358,377,2007-09-12
76372,377,162,2008-09-22
76376,387,236,2005-09-19
76376,236,393,2006-09-07
76376,393,425,2008-09-04
76378,45,62,2002-01-11
76378,62,587,2002-09-09
76378,587,549,2003-09-08
76378,549,422,2004-09-07
76378,422,414,2006-09-07
76382,366,165,2004-09-07
76382,165,366,2004-12-14
76382,366,189,2005-09-06
76382,189,398,2008-09-04
76382,398,32,2009-09-08
76382,32,21,2010-09-13
76390,207,575,2004-09-07
76390,575,207,2006-09-07
76390,207,283,2008-03-10
76390,283,146,2009-09-08
76390,146,207,2011-09-06
76394,241,46,2006-09-07
76394,46,43,2007-09-10
76394,43,60,2008-11-20
76394,60,537,2010-09-07
76395,245,549,2009-09-08
76398,423,376,2002-04-05
76398,376,237,2002-10-08
76398,237,210,2003-01-31
76398,210,174,2003-04-02
76398,174,46,2003-10-01
76398,46,413,2004-01-21
76398,413,45,2005-09-06
76399,286,3,2005-09-06
76399,3,286,2006-09-07
76399,286,180,2006-09-13
76399,180,162,2009-09-08
76399,162,825,2012-03-23
76400,554,537,2003-09-08
76401,491,537,2002-09-05
76403,490,509,2002-09-05
76404,554,537,2003-09-10
76404,537,628,2004-09-29
76404,628,666,2006-09-07
76404,666,537,2006-11-01
76404,537,123,2007-09-10
76404,123,551,2008-03-24
76406,60,537,2006-09-07
76406,537,21,2009-09-08
76407,593,179,2002-09-05
76407,179,537,2005-09-06
76407,537,47,2008-09-09
76407,47,537,2008-12-01
76411,503,509,2004-10-08
76412,7,180,2003-09-08
76412,180,302,2007-09-10
76413,147,522,2003-09-08
76413,522,663,2004-09-07
76413,663,509,2006-10-18
76413,509,116,2008-03-04
76413,116,272,2008-09-12
76413,272,509,2008-11-06
76413,509,641,2009-09-08
76413,641,479,2010-03-22
76415,520,244,2003-09-08
76415,244,624,2006-09-13
76417,604,624,2002-09-05
76420,513,545,2007-09-10
76422,425,624,2001-11-20
76424,42,188,2004-09-07
76424,188,535,2006-09-07
76424,535,188,2006-09-25
76424,188,655,2007-09-10
76424,655,162,2010-12-02
76427,3,663,2002-11-05
76427,663,116,2004-09-07
76427,116,624,2006-03-16
76428,88,188,2005-09-21
76428,188,81,2007-09-10
76436,632,520,2007-09-10
76436,520,641,2010-09-07
76437,500,423,2002-12-16
76437,423,624,2004-09-07
76437,624,510,2005-10-20
76437,510,635,2008-05-12
76439,191,431,2003-09-08
76443,547,19,2005-09-06
76443,19,431,2007-05-07
76444,44,456,2004-02-13
76444,456,510,2007-01-11
76445,207,510,2006-09-07
76445,510,681,2011-01-04
76447,551,25,2002-09-13
76449,232,257,2003-09-08
76449,257,272,2003-11-24
76449,272,598,2005-09-07
76449,598,431,2006-09-07
76449,431,794,2010-09-07
76452,203,197,2006-01-30
76452,197,510,2006-09-07
76452,510,47,2009-06-17
76452,47,682,2010-01-22
76452,682,275,2010-09-07
76453,42,465,2002-09-05
76453,465,431,2006-09-07
76456,255,365,2010-09-07
76465,359,296,2001-11-27
76465,296,359,2003-09-08
76465,359,131,2004-09-07
76465,131,663,2006-09-07
76465,663,116,2007-09-10
76465,116,663,2007-10-17
76465,663,116,2008-09-04
76466,343,341,2002-09-05
76466,341,64,2004-09-07
76466,64,408,2004-10-26
76469,248,16,2005-09-06
76469,16,208,2005-12-15
76471,70,585,2005-09-21
76471,585,70,2006-09-11
76471,70,483,2007-10-10
76471,483,366,2008-12-11
76471,366,490,2011-09-06
76472,500,408,2003-09-08
76478,335,468,2002-09-05
76478,468,48,2002-09-24
76478,48,598,2003-09-08
76478,598,431,2005-09-06
76478,431,162,2006-09-07
76478,162,431,2006-10-20
